,№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023,longitude,latitude
2410,224430,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКАТЕРИНБУРГГОРСТРОЙ-ГАРАНТ""",Среднее предприятие,1056604915795,6673132724,66 - Свердловская область,г Екатеринбург,2018-10-08,Нет,Нет,Нет,229.0,2869449,1595390.0,1282088.0,1845946.0,1774664.0,1047464.0,60.63776,56.819744
2412,224438,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКАТЕРИНБУРГСКАЯ МЕХКОЛОННА №123""",Малое предприятие,1076670038675,6670196906,66 - Свердловская область,г Березовский,2016-01-08,Нет,Нет,Нет,32.0,6575589,117895.0,115246.0,120481.0,78654.0,113494.0,60.59641,56.856846
2413,224440,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКАТЕРИНБУРГСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1176658082798,6671077940,66 - Свердловская область,г Екатеринбург,2017-10-09,Нет,Нет,Нет,49.0,10350294,128982.0,254137.0,338713.0,456835.0,788818.0,60.59965,56.833664
2414,224451,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКАТЕРИНБУРГЭЛЕКТРОМОНТАЖ""",Малое предприятие,1156658020111,6679071411,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,13.0,9231081,492810.0,499387.0,448016.0,798810.0,1554371.0,60.578487,56.841537
2415,224475,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБ-ЭЛЕКТРО""",Малое предприятие,1086659004651,6659169296,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,73.0,3321161,487770.0,553771.0,334583.0,434676.0,691808.0,60.60932,56.78366
2416,224479,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКБСТРОЙСЕРВИС""",Малое предприятие,1146670029813,6670429727,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,47.0,8906352,193578.0,197623.0,386119.0,633351.0,549067.0,60.639294,56.843575
2417,224528,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕЛЕНА""",Малое предприятие,1020502627991,561043779,05 - Республика Дагестан,г Махачкала,2016-01-08,Да,Нет,Нет,20.0,222430,121387.0,141556.0,117064.0,57848.0,137377.0,47.51716,42.979862
2418,224534,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕЛЕЦ ДОРОГА""",Малое предприятие,1144828000921,4821036808,48 - Липецкая область,г Елец,2016-01-08,Да,Нет,Нет,26.0,8537345,221557.0,171277.0,252735.0,440018.0,289077.0,38.501404,52.599434
2420,224573,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕМ-СТРОЙ""",Малое предприятие,1187746235269,7725445835,77 - г.Москва,,2018-10-04,Да,Нет,Нет,53.0,10569193,166951.0,335120.0,690545.0,793547.0,1217363.0,37.66441,55.7058
2421,224613,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕНГО""",Малое предприятие,1127746024713,7716706992,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,19.0,2162083,132437.0,170541.0,556393.0,798085.0,790041.0,37.704258,55.877316
2422,224615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕНЕР-СМ""",Малое предприятие,1110280055511,276135566,02 - Республика Башкортостан,,2016-01-08,Нет,Нет,Нет,52.0,1009449,,111447.0,144506.0,109019.0,108365.0,55.828987,54.69895
2423,224616,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕНЕР-ХОЛДИНГ""",Среднее предприятие,1110280047437,275075025,02 - Республика Башкортостан,,2016-01-08,Да,Нет,Нет,30.0,712245,710522.0,1340427.0,1540721.0,1071538.0,1980225.0,55.828987,54.69895
2425,224646,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕНИСЕЙ""",Малое предприятие,1202400007688,2465330968,24 - Красноярский край,г Красноярск,2023-10-01,Нет,Нет,Нет,0.0,11294844,,55649.0,100565.0,16871.0,0.0,92.95175,56.04714
2427,224825,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕРШОВСКИЙ ЗАВОД БЕТОННЫХ ИЗДЕЛИЙ""",Малое предприятие,1136413000162,6413009430,64 - Саратовская область,г Ершов,2016-01-08,Да,Нет,Нет,5.0,7768975,123807.0,127070.0,77265.0,,,48.265654,51.349205
2428,224899,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕСО ПРОЭКТАДО""",Малое предприятие,1189204007563,9204571168,92 - г.Севастополь,,2018-10-12,Да,Нет,Нет,39.0,10842700,102068.0,72110.0,85468.0,167304.0,286216.0,33.519278,44.604829
2429,224916,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕСТРА""",Малое предприятие,1126633001450,6633019480,66 - Свердловская область,г Екатеринбург,2016-01-08,Да,Нет,Нет,18.0,7525588,33850.0,131252.0,147133.0,142826.0,185695.0,60.624565,56.888893
2430,225027,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖБИ-ПЕРМЬ""",Малое предприятие,1185958068340,5903140142,59 - Пермский край,г Пермь,2019-10-01,Нет,Нет,Нет,47.0,10863022,58425.0,110623.0,168038.0,213310.0,269346.0,56.203693,57.975723
2431,225038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖБК КВАДР""",Малое предприятие,1221400005705,1400009088,14 - Республика Саха (Якутия),г Якутск,2022-10-06,Нет,Нет,Нет,1.0,11847045,,,,150500.0,38398.0,,
2432,225097,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕЛДОРСТРОЙМОНТАЖ""",Малое предприятие,1135476179156,5406767014,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,25.0,8207760,48517.0,49648.0,57091.0,51944.0,77396.0,82.92864,55.021101
2433,225135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖЕЛЕЗОБЕТОННЫЕ ИЗДЕЛИЯ""",Малое предприятие,1126027003618,6027143279,60 - Псковская область,г Псков,2016-01-08,Да,Нет,Нет,24.0,1442474,9237.0,12142.0,12455.0,11559.0,12482.0,28.34161,57.808414
2434,225261,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИКСТРОЙ""",Среднее предприятие,1171690000745,1659178171,16 - Республика Татарстан (Татарстан),г Казань,2017-10-02,Нет,Нет,Нет,14.0,10062714,1334194.0,1221583.0,554889.0,387479.0,319.0,49.12403,55.7987
2436,225277,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛ-СТРОЙ""",Малое предприятие,1130280040417,267019387,02 - Республика Башкортостан,г. Сибай,2016-01-08,Нет,Нет,Нет,19.0,7970024,174367.0,34597.0,24758.0,2632.0,88.0,58.66853,52.717175
2437,225353,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНИК-2""",Малое предприятие,1034205019860,4206024725,42 - Кемеровская область,г Кемерово,2016-01-08,Нет,Нет,Нет,24.0,5810548,293522.0,775588.0,726960.0,1266845.0,1277881.0,86.07127,55.3633
2438,225357,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО СТРОИТЕЛЬНАЯ КОМПАНИЯ НОВОСТРОЙ""",Малое предприятие,1073457001034,3419010877,34 - Волгоградская область,г Новоаннинский,2016-01-08,Нет,Нет,Нет,15.0,5379432,34100.0,23695.0,139003.0,85685.0,105345.0,42.01321,50.798138
2439,225373,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-ПРОМЫШЛЕННОЕ СТРОИТЕЛЬСТВО""",Среднее предприятие,1035005005078,5027083733,50 - Московская область,г Котельники,2016-01-08,Да,Нет,Нет,92.0,4132586,599183.0,409823.0,455001.0,647283.0,661196.0,37.899994,55.67241
2440,225385,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ РЕГИОНСТРОЙ""",Малое предприятие,1173850007066,3811443680,38 - Иркутская область,,2017-10-03,Да,Нет,Нет,2.0,10122785,37200.0,54216.0,67059.0,87163.0,91830.0,104.33964,52.25563
2441,225392,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1122304002083,2304062972,23 - Краснодарский край,,2016-01-08,Нет,Нет,Нет,12.0,7513560,52849.0,513231.0,228019.0,627286.0,214538.0,38.07767,44.562664
2442,225417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-ЭКСПЛУАТАЦИОННЫЙ УЧАСТОК №4""",Малое предприятие,1155190004496,5190047155,51 - Мурманская область,г Мурманск,2016-01-08,Нет,Нет,Нет,21.0,9176790,31655.0,27332.0,30710.0,28998.0,37831.0,33.072636,68.96834
2443,225418,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-ЭКСПЛУТАЦИОННАЯ КОМПАНИЯ № 10""",Малое предприятие,1076027011422,6027109430,60 - Псковская область,г Псков,2016-01-08,Да,Нет,Нет,0.0,1261427,62592.0,61104.0,61097.0,45011.0,467.0,28.34161,57.808414
2444,225424,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНОЕ СТРОИТЕЛЬСТВО""",Малое предприятие,1027201296803,7206016423,72 - Тюменская область,г Тобольск,2016-01-08,Да,Нет,Нет,70.0,7033658,759618.0,480961.0,461315.0,462440.0,700806.0,68.25717,58.20037
2445,225429,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНОЕ ХОЗЯЙСТВО""",Малое предприятие,1093456000571,3437013334,34 - Волгоградская область,г Михайловка,2016-01-08,Да,Нет,Нет,47.0,4786983,35100.0,36746.0,37869.0,40859.0,44726.0,43.23095,50.077007
2446,225463,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС""",Малое предприятие,1064313003292,4313106098,43 - Кировская область,г. Котельнич,2016-01-08,Нет,Нет,Нет,40.0,6094744,22497.0,21012.0,21583.0,25040.0,27478.0,48.34672,58.304
2447,225503,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛОЙ КВАРТАЛ""",Малое предприятие,1207400002633,7451449183,74 - Челябинская область,г Челябинск,2020-10-02,Нет,Нет,Нет,1.0,11235078,,146625.0,145866.0,94103.0,202370.0,61.400514,55.15606
2448,225521,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛОЙ КОМПЛЕКС ""ПАВЛОВСКИЙ""",Малое предприятие,1089847181841,7801468611,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,17.0,942939,126574.0,149024.0,198932.0,178670.0,210542.0,30.35898,59.95366
2449,225565,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛПРОМСТРОЙ-Р""",Малое предприятие,1091690040518,1655180155,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,27.0,2792067,114003.0,170317.0,171372.0,260720.0,501732.0,49.12403,55.7987
2450,225567,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛПРОМСТРОЙ""",Малое предприятие,1080816000341,816002330,08 - Республика Калмыкия,г Элиста,2016-01-08,Нет,Нет,Нет,33.0,4520101,216574.0,133178.0,205409.0,191060.0,235593.0,44.27203,46.307114
2451,225578,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛПРОМСТРОЙ""",Малое предприятие,1046143002795,6143056154,61 - Ростовская область,г Волгодонск,2016-01-08,Нет,Нет,Нет,20.0,1706500,35760.0,69953.0,4838.0,475.0,23782.0,42.192198,47.5288
2452,225592,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛПРОМСТРОЙ""",Малое предприятие,1163443070460,3459070022,34 - Волгоградская область,г Волгоград,2016-01-08,Нет,Нет,Нет,14.0,9837457,16441.0,4577.0,8749.0,11885.0,10986.0,44.54613,48.751232
2453,225604,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛРЕММОНТАЖ""",Малое предприятие,1085405000405,5405361847,54 - Новосибирская область,г Новосибирск,2017-10-08,Нет,Нет,Нет,68.0,240843,33020.0,34671.0,44427.0,64983.0,65011.0,82.95686,55.01924
2454,225606,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛРЕМСТРОЙ-СТОЛИЦА""",Малое предприятие,5077746882747,7702643848,77 - г.Москва,,2022-10-09,Нет,Нет,Нет,1.0,5601768,130507.0,128845.0,114436.0,110230.0,,37.553185,55.7601
2455,225620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛРЕМУСЛУГА""",Малое предприятие,1024101039181,4101006768,41 - Камчатский край,г Петропавловск-Камчатский,2016-01-08,Нет,Нет,Нет,13.0,5697781,26212.0,28638.0,15084.0,14195.0,7727.0,158.64087,53.058598
2456,225628,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСЕРВИС""",Малое предприятие,1060545001461,545018888,05 - Республика Дагестан,г Каспийск,2016-01-08,Нет,Нет,Нет,16.0,3990107,43352.0,31146.0,28437.0,58064.0,79189.0,47.63924,42.885582
2457,225633,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСЕРВИС""",Малое предприятие,1153022000207,3022003466,30 - Астраханская область,г Знаменск,2016-01-08,Нет,Нет,Нет,9.0,9259976,129924.0,59896.0,106747.0,173963.0,65818.0,46.15003,48.298035
2458,225634,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСЕРВИС""",Малое предприятие,1160280083578,264072576,02 - Республика Башкортостан,г Нефтекамск,2016-01-08,Нет,Нет,Нет,81.0,9756372,126991.0,123574.0,139970.0,160934.0,167788.0,54.263408,56.093596
2459,225653,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСОЦСТРОЙ""",Малое предприятие,1177746853129,7726408498,77 - г.Москва,,2017-10-09,Нет,Нет,Нет,21.0,10330783,328576.0,223044.0,356006.0,211648.0,592925.0,37.616383,55.644405
2460,225667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСПЕЦСТРОЙ""",Малое предприятие,1043106500656,3122503776,31 - Белгородская область,г Алексеевка,2016-01-08,Нет,Нет,Нет,7.0,3949400,12771.0,39.0,3869.0,83901.0,0.0,38.688187,50.634556
2461,225670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСПЕЦСТРОЙ""",Малое предприятие,1045401320920,5403173051,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,2.0,4309478,24661.0,184356.0,183700.0,162797.0,,82.95686,55.01924
2462,225675,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСТРОЙ",Малое предприятие,1227700370864,9705172742,77 - г.Москва,,2022-10-07,Нет,Нет,Нет,5.0,11879676,,,,165420.0,,,
2463,225688,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСТРОЙ КСМ""",Малое предприятие,1201000000563,1001346300,10 - Республика Карелия,г Петрозаводск,2020-10-03,Нет,Нет,Нет,69.0,11240454,,55692.0,98040.0,143114.0,156960.0,34.341743,61.799576
2464,225722,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСТРОЙ""",Среднее предприятие,1026103728870,6165078698,61 - Ростовская область,г Ростов-на-Дону,2020-10-08,Да,Нет,Нет,211.0,6676888,466936.0,535096.0,601565.0,580508.0,1116365.0,39.636779,47.206347
2465,225726,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСТРОЙ""",Малое предприятие,1024800790662,4821012596,48 - Липецкая область,г Елец,2016-01-08,Нет,Нет,Нет,20.0,1861195,46114.0,49220.0,7726.0,133112.0,887.0,38.501404,52.599434
2466,225727,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛСТРОЙ""",Малое предприятие,1024001182391,4027055565,40 - Калужская область,г Калуга,2016-01-08,Нет,Нет,Нет,23.0,5750351,24754.0,36442.0,34542.0,23009.0,20146.0,36.266403,54.506306
