,№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023,longitude,latitude
5517,355976,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С - СТРОЙ""",Малое предприятие,1182468021614,2464142270,24 - Красноярский край,г Красноярск,2018-10-04,Нет,Нет,Нет,4.0,10585722,111122.0,72421.0,115731.0,189126.0,255386.0,92.87679,55.981007
5518,355993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С Т Б Г""",Малое предприятие,1125476095018,5402551818,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,11.0,369341,236205.0,217484.0,204838.0,127941.0,246974.0,82.90068,55.065365
5520,356022,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С-ГРУПП""",Малое предприятие,1216600058586,6685192301,66 - Свердловская область,г Екатеринбург,2021-10-11,Нет,Нет,Нет,0.0,11684521,,,,260036.0,727115.0,,
5521,356030,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С-ДСУ 111""",Малое предприятие,1067107020606,7107094910,71 - Тульская область,г Тула,2023-10-07,Да,Нет,Нет,56.0,1815361,2041293.0,3240023.0,766936.0,79108.0,0.0,37.610504,54.1837
5522,356032,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С-ИНВЕСТ""",Малое предприятие,1066215013798,6215018175,62 - Рязанская область,г Рязань,2016-01-08,Нет,Нет,Нет,4.0,990241,85604.0,182210.0,195568.0,145516.0,85058.0,39.71181,54.62677
5523,356052,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С-КОМПЛЕКС""",Малое предприятие,1186027011950,6027195090,60 - Псковская область,г Псков,2019-10-01,Нет,Нет,Нет,55.0,10882537,12963.0,16064.0,24787.0,28310.0,41233.0,28.34161,57.808414
5524,356080,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С-ПРОФИЛЬ""",Малое предприятие,1216000000545,6027203898,60 - Псковская область,г Псков,2021-10-03,Нет,Нет,Нет,16.0,11514715,,,130110.0,131655.0,49581.0,,
5525,356089,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С-СЕРВИС""",Малое предприятие,1195476046556,5403051060,54 - Новосибирская область,г Новосибирск,2019-10-07,Нет,Нет,Нет,20.0,11060722,36521.0,71677.0,12270.0,88883.0,126619.0,82.92464,54.963657
5527,356188,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С.К.А.""",Малое предприятие,1197847112792,7804646982,78 - г.Санкт-Петербург,,2019-10-06,Нет,Нет,Нет,6.0,11025811,28154.0,130483.0,147041.0,164463.0,110459.0,30.173835,59.82921
5528,356241,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СА ИНТЕРНЕШНЛ""",Малое предприятие,1137746873989,7705868462,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,1.0,8117323,188429.0,137940.0,123633.0,2529.0,16140.0,37.553185,55.7601
5529,356308,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САБРСТРОЙ""",Малое предприятие,1215200004392,5249173748,52 - Нижегородская область,г Дзержинск,2021-10-03,Нет,Нет,Нет,2.0,11518445,,,28338.0,40541.0,36616.0,,
5530,356316,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САБУР""",Малое предприятие,1095074011306,5074113569,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,5.0,2953568,73481.0,225147.0,205659.0,305183.0,419249.0,37.464904,55.573439
5531,356328,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САВ-СТРОЙ""",Малое предприятие,1117746125342,7723788971,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,34.0,2877828,313676.0,344950.0,625132.0,1075392.0,994704.0,37.756973,55.686058
5532,356433,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САГА""",Малое предприятие,1141832000749,1832115510,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,45.0,8347628,136128.0,158268.0,196143.0,163179.0,134928.0,53.128647,56.83561
5533,356470,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САДАКА""",Малое предприятие,1191690024680,1656107045,16 - Республика Татарстан (Татарстан),г Казань,2023-10-07,Нет,Нет,Нет,8.0,10968443,26221.0,174352.0,2137559.0,394936.0,738940.0,49.10336,55.833813
5534,356527,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САИ""",Малое предприятие,1095908001496,5908043992,59 - Пермский край,г Пермь,2016-01-08,Да,Нет,Нет,16.0,2278718,79369.0,70360.0,55022.0,82526.0,54399.0,56.20849,58.011475
5535,356533,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САИЛ""",Малое предприятие,1207700075880,7733352101,77 - г.Москва,,2020-10-03,Нет,Нет,Нет,5.0,11263245,,85256.0,81210.0,14738.0,180333.0,37.409763,55.834743
5536,356625,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЙЯР""",Малое предприятие,1021603143649,1657029199,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,15.0,7196851,33209.0,163036.0,88959.0,829522.0,155675.0,49.102573,55.83528
5537,356645,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САКС-ТМ""",Среднее предприятие,1023403456890,3444099212,34 - Волгоградская область,г Волгоград,2016-01-08,Нет,Нет,Нет,154.0,5567958,437853.0,449645.0,540583.0,469413.0,551380.0,44.432205,48.654827
5538,356696,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЛАВАТЖИЛСТРОЙ""",Малое предприятие,1040203379424,266023197,02 - Республика Башкортостан,г Салават,2016-01-08,Нет,Нет,Нет,12.0,345189,39191.0,19311.0,17454.0,54705.0,31273.0,56.036341,53.449301
5541,356835,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЛЬСКСТРОЙ""",Малое предприятие,1076153000186,6153025300,61 - Ростовская область,г Сальск,2016-01-08,Нет,Нет,Нет,16.0,3391646,50048.0,77405.0,36160.0,19920.0,57089.0,41.53857,46.47345
5542,356937,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАР-СТРОЙ""",Малое предприятие,1158617010947,8603218361,86 - Ханты-Мансийский автономный округ - Югра,г Нижневартовск,2016-01-08,Нет,Нет,Нет,21.0,9465319,181349.0,286360.0,310560.0,256332.0,233311.0,76.55,60.934563
5543,357025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРАСПОРТСТРОЙ""",Малое предприятие,1026300960234,6315543146,63 - Самарская область,г Самара,2016-01-08,Да,Нет,Нет,13.0,2956139,252422.0,292583.0,235564.0,43003.0,287424.0,50.21683,53.19972
5544,357106,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКИЙ ЗАВОД МЕТАЛЛОКОНСТРУКЦИЙ""",Малое предприятие,1186313095671,6317130313,63 - Самарская область,г Самара,2018-10-12,Да,Нет,Нет,40.0,10836653,104456.0,138120.0,240151.0,178954.0,129954.0,50.074738,53.17691
5545,357354,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САН КОНСТРАКШН""",Малое предприятие,1167746495400,7709493253,77 - г.Москва,,2016-01-08,Да,Нет,Нет,16.0,9767641,222992.0,346014.0,766164.0,795252.0,1246104.0,37.67214,55.78767
5546,357395,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САН-СИТИ""",Малое предприятие,1187847238072,7804626111,78 - г.Санкт-Петербург,,2018-10-09,Нет,Нет,Нет,11.0,10773689,263851.0,211565.0,287836.0,116614.0,36019.0,30.35898,59.95366
5547,357413,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНА-СТРОЙ""",Малое предприятие,1051000017342,1001163313,10 - Республика Карелия,г Петрозаводск,2016-01-08,Нет,Нет,Нет,23.0,957278,25770.0,29109.0,107823.0,89644.0,101462.0,34.341743,61.799576
5548,357500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНДИМАКС СЕВЕР""",Малое предприятие,1157746209939,7724309565,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,15.0,9135189,358308.0,368423.0,347303.0,249198.0,414.0,37.704258,55.877316
5549,357501,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНДИМАКС ЮГ""",Малое предприятие,1127747092483,7701976107,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,1.0,7476707,181198.0,409711.0,68516.0,0.0,,37.704258,55.877316
5550,357578,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНЛАЙН-СТРОЙ""",Малое предприятие,1157847175529,7814231666,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,69.0,9232794,267210.0,517023.0,1292398.0,1618077.0,1034315.0,30.270311,59.937054
5551,357662,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНС""",Малое предприятие,1201600082090,1655447747,16 - Республика Татарстан (Татарстан),г Казань,2024-10-04,Нет,Нет,Нет,,11446772,,,,,,49.12403,55.7987
5553,357708,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНСТРОЙ""",Малое предприятие,1217700314523,9704076179,77 - г.Москва,,2021-10-08,Нет,Нет,Нет,0.0,11625866,,,275210.0,74680.0,,,
5554,357709,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНСТРОЙ""",Малое предприятие,1085027006514,5027135950,50 - Московская область,г Люберцы,2019-10-08,Нет,Нет,Нет,11.0,460573,6086.0,53049.0,135969.0,169436.0,173435.0,37.899994,55.67241
5555,357711,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНСТРОЙ""",Малое предприятие,1123926016741,3906262586,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,16.0,1505115,22608.0,30359.0,27229.0,19027.0,14368.0,20.547588,54.711821
5557,357747,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕК""",Малое предприятие,1123668009651,3661055935,36 - Воронежская область,г Воронеж,2016-01-08,Нет,Нет,Нет,40.0,1394392,40391.0,44805.0,80854.0,36541.0,38346.0,39.24693,51.657482
5558,357783,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХВЕНТ""",Малое предприятие,1167746574544,9718013524,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,2.0,9799547,66452.0,152595.0,263703.0,394290.0,461065.0,37.80283,55.70925
5559,357815,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХМОНТАЖ""",Малое предприятие,1061001058293,1001176094,10 - Республика Карелия,,2016-01-08,Нет,Нет,Нет,23.0,3547264,30704.0,42116.0,25781.0,18600.0,27968.0,30.68831,61.70293
5560,357823,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХМОНТАЖ""",Малое предприятие,1113926023837,3906241145,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,34.0,4929569,83124.0,166041.0,141609.0,43452.0,87359.0,20.547588,54.711821
5561,357847,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХНИК""",Малое предприятие,1083925031156,3907202565,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,17.0,4903576,158342.0,104257.0,188012.0,106188.0,50023.0,20.547588,54.711821
5562,357856,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХПРОМ ЧЕРЕПОВЕЦ""",Малое предприятие,1143528013507,3528222261,35 - Вологодская область,г Череповец,2016-01-08,Да,Нет,Нет,13.0,8981486,153637.0,166884.0,132602.0,38079.0,0.0,37.902187,59.1235
5563,357859,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХПРОМ""",Малое предприятие,1195476051100,5401994077,54 - Новосибирская область,г Новосибирск,2019-10-08,Нет,Нет,Нет,37.0,11077675,141224.0,87548.0,88738.0,97968.0,125530.0,82.97117,55.0493
5565,357915,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХСТРОЙ-2""",Малое предприятие,1044800193822,4825039535,48 - Липецкая область,г Липецк,2016-01-08,Да,Нет,Нет,30.0,3478028,50630.0,42487.0,35060.0,37325.0,42223.0,39.600132,52.602722
5566,357968,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЕХЭЛЕКТРОМОНТАЖ""",Малое предприятие,1174827005484,4823074654,48 - Липецкая область,г Липецк,2017-10-04,Нет,Нет,Нет,89.0,10153919,129991.0,126950.0,135651.0,374297.0,395767.0,39.60083,52.59709
5567,358012,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТЭЛС""",Малое предприятие,1033700089092,3702005132,37 - Ивановская область,г Иваново,2016-01-08,Нет,Нет,Нет,37.0,3790899,182081.0,314248.0,264599.0,421311.0,807537.0,40.972424,56.996216
5568,358086,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САПФИР-ИНЖИНИРИНГ""",Малое предприятие,1096672008960,6672296141,66 - Свердловская область,г Екатеринбург,2016-01-08,Да,Нет,Нет,51.0,2168223,119736.0,64821.0,127849.0,258521.0,403206.0,60.59965,56.833664
5569,358093,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САПФИР-ТРАСТ""",Малое предприятие,1149204025002,9204012360,92 - г.Севастополь,,2016-01-08,Нет,Нет,Нет,21.0,8900697,198851.0,160743.0,402754.0,22135.0,1118.0,33.519278,44.604829
5570,358094,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САПФИР""",Малое предприятие,1131327001167,1327018992,13 - Республика Мордовия,г Саранск,2016-01-08,Да,Нет,Нет,80.0,7893514,873813.0,688524.0,1029615.0,980255.0,788550.0,45.139275,54.222286
5571,358120,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САПФИР""",Малое предприятие,1227700531167,9723166156,77 - г.Москва,,2022-10-09,Нет,Нет,Нет,20.0,11930707,,,,9823.0,,,
5572,358178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАКИН""",Малое предприятие,1092311001474,2311115985,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,70.0,1782473,14914.0,18056.0,15361.0,23725.0,220439.0,39.028008,45.029015
5573,358197,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАНСКТЕХПРИБОР""",Малое предприятие,1111326002325,1326219505,13 - Республика Мордовия,г Саранск,2016-01-08,Да,Нет,Нет,63.0,3552102,194855.0,298145.0,626041.0,732190.0,670246.0,45.19586,54.180515
5574,358203,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАС""",Малое предприятие,1085029002200,5029112429,50 - Московская область,г Мытищи,2016-01-08,Нет,Нет,Нет,2.0,3547366,72890.0,48673.0,18067.0,27636.0,22844.0,37.71863,55.90775
5575,358229,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАТОВСКОЕ МОБИЛЬНОЕ СПЕЦИАЛИЗИРОВАННОЕ СТРОИТЕЛЬНО- МОНТАЖНОЕ УПРАВЛЕНИЕ-68",Малое предприятие,1146451002390,6451004954,64 - Саратовская область,г Саратов,2016-01-08,Нет,Нет,Нет,15.0,8908836,9708.0,10290.0,15622.0,34267.0,19413.0,45.932625,51.493088
5580,358739,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САТУРН""",Малое предприятие,1086674010060,6674300139,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,14.0,3485956,24936.0,25505.0,30066.0,25948.0,25911.0,60.63776,56.819744
5581,358779,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САТУРН""",Малое предприятие,1156454000120,6454098566,64 - Саратовская область,г Саратов,2016-01-08,Нет,Нет,Нет,24.0,9050059,28906.0,43834.0,55128.0,67548.0,49278.0,46.011692,51.545845
5582,358818,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САТУРН""",Малое предприятие,1107746012054,7713699465,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,7.0,2539808,78550.0,61116.0,92178.0,15151.0,40996.0,37.64813,55.8064
5583,358955,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХА БИЛД""",Малое предприятие,1141447001596,1435277232,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Нет,Нет,Нет,4.0,8344200,156423.0,115909.0,28840.0,46248.0,59649.0,129.758642,62.03571
5584,358994,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХАГРОСТРОЙ""",Малое предприятие,1156504001070,6504013440,65 - Сахалинская область,г Долинск,2018-10-08,Да,Нет,Нет,3.0,9393709,304545.0,61615.0,5987.0,0.0,3561.0,142.77577,46.62742
5585,359031,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХАЛИН-МОНТАЖ""",Малое предприятие,1046500617240,6501148841,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Да,Нет,Нет,36.0,1489284,23022.0,28860.0,1041894.0,543541.0,508728.0,142.7287,46.967335
5586,359047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХАЛИНСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1036500606988,6501140257,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Нет,Нет,Нет,21.0,1527321,264854.0,141846.0,74416.0,137796.0,99692.0,142.7287,46.967335
5588,359060,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХАЛИНСТРОЙИНВЕСТ""",Малое предприятие,1146501005860,6501266556,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Нет,Нет,Нет,48.0,8788927,43694.0,331149.0,299286.0,108513.0,136837.0,142.7287,46.967335
5589,359102,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХАСПЕЦМОНТАЖ-95""",Малое предприятие,1071435002858,1435184570,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Да,Нет,Нет,14.0,4127188,90529.0,147503.0,262425.0,753346.0,1085031.0,129.758642,62.03571
5590,359139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХАСТРОЙСЕРВИС""",Малое предприятие,1041402032980,1435146367,14 - Республика Саха (Якутия),г Якутск,2022-10-10,Нет,Нет,Нет,25.0,56764,29996.0,55979.0,29556.0,21467.0,,129.758642,62.03571
5592,359233,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САХСТРОЙСЕРВИС""",Малое предприятие,1026500532211,6501099802,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Нет,Нет,Нет,48.0,7003732,,32290.0,84281.0,88505.0,84567.0,142.7287,46.967335
5593,359258,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЯМА""",Малое предприятие,1187746987152,9723071024,77 - г.Москва,,2019-10-01,Нет,Нет,Нет,30.0,10868200,6324.0,172142.0,184999.0,466118.0,134198.0,37.756973,55.686058
5594,359261,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЯН-СТРОЙ""",Малое предприятие,1031402062670,1435140284,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Нет,Нет,Нет,14.0,5460461,96677.0,175191.0,222322.0,217364.0,117526.0,129.758642,62.03571
5595,359298,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЯНЫЭНЕРГОМОНТАЖ""",Малое предприятие,5147746365124,9705007756,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,2.0,8945193,41404.0,27196.0,24220.0,18.0,,37.6586,55.761635
5596,359308,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБ И У-1""",Малое предприятие,1027700261742,7720246184,77 - г.Москва,,2016-01-08,Да,Нет,Нет,50.0,4527388,360771.0,157095.0,382389.0,404986.0,240008.0,37.776234,55.750225
5597,359315,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБ СТРОИТЕЛЬ""",Малое предприятие,1126320008319,6321291063,63 - Самарская область,г Тольятти,2016-01-08,Да,Нет,Нет,12.0,1960889,133421.0,126961.0,149082.0,120087.0,157387.0,49.339176,53.547606
5598,359347,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБ""",Малое предприятие,1161832058222,1840053320,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,45.0,9668383,,6430.0,2582.0,11286.0,8308.0,53.26724,56.87973
5599,359404,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБК""",Малое предприятие,1182375056225,2367003835,23 - Краснодарский край,г Сочи,2018-10-08,Нет,Нет,Нет,13.0,10728301,15554.0,228516.0,165194.0,163526.0,129093.0,39.92264,43.42465
5600,359452,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБТЕК""",Малое предприятие,1177746063880,7714969851,77 - г.Москва,,2017-10-02,Да,Нет,Нет,12.0,10080020,126743.0,149402.0,90536.0,59045.0,69979.0,37.554268,55.7826
5601,359578,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВ-СТРОЙ""",Малое предприятие,1175053005181,5031124799,50 - Московская область,,2017-10-04,Нет,Нет,Нет,2.0,10161552,78657.0,69057.0,44352.0,0.0,,38.43214,55.854576
5602,359687,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВАЙКОМПЛЕКТ""",Малое предприятие,1155258003394,5258122690,52 - Нижегородская область,г Нижний Новгород,2016-01-08,Да,Нет,Нет,51.0,9224189,44417.0,120984.0,145661.0,267079.0,327620.0,43.837456,56.344105
5603,359689,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВАЙМАСТЕР""",Малое предприятие,1164027066345,4027131015,40 - Калужская область,г Калуга,2016-10-12,Нет,Нет,Нет,34.0,10011574,28223.0,404897.0,177743.0,177555.0,219988.0,36.266403,54.506306
5604,359723,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВАРГО ПРОДЖЕКТ""",Малое предприятие,1187746720215,7704459026,23 - Краснодарский край,г Армавир,2023-10-07,Нет,Нет,Нет,1.0,10752792,2756882.0,3375018.0,2695097.0,15813.0,,37.569813,55.72403
5605,359846,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВАРЩИК ГРУПП""",Малое предприятие,1157453011440,7453288936,74 - Челябинская область,г Челябинск,2016-10-09,Нет,Нет,Нет,23.0,9507790,229269.0,173591.0,147610.0,24056.0,0.0,61.386353,55.15644
5606,359878,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВДОМ""",Малое предприятие,1133525014369,3525306675,35 - Вологодская область,г Вологда,2016-01-08,Нет,Нет,Нет,14.0,8043904,313977.0,471322.0,134639.0,153668.0,32415.0,39.885986,59.217236
5607,359919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЕРХСТРОЙ""",Малое предприятие,1060278111695,278130740,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,16.0,3655572,60851.0,28480.0,33301.0,55678.0,7348.0,55.967782,54.737554
5608,360076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЕТОСЕРВИС - СОЧИ""",Малое предприятие,1092366006831,2320177018,23 - Краснодарский край,г Сочи,2016-01-08,Да,Нет,Нет,,1127189,52010.0,46239.0,75453.0,,,39.92264,43.42465
5612,360132,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВИП ТЕХНОЛОГИЯ""",Малое предприятие,1217700602020,7730271817,77 - г.Москва,,2022-10-01,Нет,Нет,Нет,1.0,11732203,,,,229.0,,,
5613,360135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВИРЕЛЬ""",Малое предприятие,1223800006319,3801155548,38 - Иркутская область,г Ангарск,2022-10-05,Нет,Нет,Нет,1.0,11814899,,,,,215191.0,,
5614,360184,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВИЯЖСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Малое предприятие,1057327005416,7327033487,73 - Ульяновская область,г Ульяновск,2017-10-08,Да,Нет,Нет,39.0,3507745,76861.0,44660.0,49829.0,88504.0,104797.0,48.305943,54.28539
