№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023
511950,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВОСТОК""",Малое предприятие,1090280022546,273075020,02 - Республика Башкортостан,г Уфа,2020-10-08,Нет,Нет,Нет,23.0,70419,172978,229261,26962,
512004,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПРОЕКТСТРОЙ-С""",Малое предприятие,1167746474048,7743155832,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,31.0,101195,106947,164417,64447,661751
512077,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-СТРОИТЕЛЬНАЯ ФИРМА ""АРДИС""",Малое предприятие,1027501147156,7537010704,75 - Забайкальский край,г Чита,2016-01-08,Нет,Нет,Нет,8.0,15557,5936,3056,3152,
512098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-СТРОИТЕЛЬНАЯ ФИРМА ""СИТИСТРОЙ""",Малое предприятие,1167627100134,7606111343,76 - Ярославская область,г Ярославль,2016-10-12,Да,Нет,Нет,50.0,63259,83291,60346,49057,56784
512104,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-СТРОИТЕЛЬНАЯ ФИРМА ""ТЕРМОИНЖИНИРИНГ""",Малое предприятие,1136952008302,6952037365,69 - Тверская область,г Тверь,2016-01-08,Да,Нет,Нет,2.0,36314,112839,5353,13289,137215
512157,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""БАГРАТИОН""",Малое предприятие,1151832023221,1840049733,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,22.0,40552,67012,82155,84704,54242
512164,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ВЕЛЕНИЕ""",Малое предприятие,1026102577115,6154078216,61 - Ростовская область,г Таганрог,2016-01-08,Да,Нет,Нет,25.0,239462,278057,166148,85895,218361
512219,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ЭЛЕКТРО""",Малое предприятие,1027501159861,7536024013,75 - Забайкальский край,г Чита,2016-01-08,Да,Нет,Нет,46.0,146704,94025,64096,97026,84542
512248,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КОНСОЛЬ""",Малое предприятие,1193123020859,3123458741,31 - Белгородская область,г Белгород,2019-10-09,Нет,Нет,Нет,42.0,223391,622639,635555,330626,171839
512292,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ ФИРМА ""ЖИЛКОММУНСТРОЙ""",Малое предприятие,1021301116671,1328162389,13 - Республика Мордовия,г Саранск,2016-01-08,Да,Нет,Нет,5.0,69588,66469,168544,254029,52090
512305,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ ФИРМА ""СТАРИНЖИНИРИНГ""",Малое предприятие,1133019003622,3019009637,30 - Астраханская область,г Астрахань,2016-01-08,Да,Нет,Нет,5.0,42072,40596,40930,7188,3078
512361,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО МЕХАНИЧЕСКИЙ КОМБИНАТ ""АЛЬЯНС-3""",Малое предприятие,1054212003856,4212427345,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,27.0,177983,122182,81843,67388,112592
512391,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ ""ТОМСКСТРОЙ""",Малое предприятие,1027000886780,7021047891,70 - Томская область,г Томск,2016-01-08,Нет,Нет,Нет,19.0,8710,6776,6220,4001,4000
512406,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС 89""",Малое предприятие,1078904004904,8904054325,89 - Ямало-Ненецкий автономный округ,г Новый Уренгой,2016-01-08,Да,Нет,Нет,51.0,170406,290020,204624,383477,450983
512411,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА  ""АЛЬТАИР""",Малое предприятие,1027100685402,7105019604,71 - Тульская область,г Тула,2017-10-08,Да,Нет,Нет,84.0,162226,163804,752383,557873,560809
512449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ВИТЯЗЬ СБ""",Малое предприятие,1060275016350,275054770,02 - Республика Башкортостан,г Уфа,2019-10-08,Да,Нет,Нет,100.0,39869,7374,32896,21300,1084954
512474,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ЖИЛИЩНОЕ СТРОИТЕЛЬСТВО И ТРАНСПОРТ""",Малое предприятие,1123025001725,3025003552,30 - Астраханская область,г Астрахань,2016-01-08,Нет,Нет,Нет,11.0,6215,58057,64375,24404,2020
512490,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""КЛИВЕНТ""",Малое предприятие,1023000835021,3017024380,30 - Астраханская область,г Астрахань,2016-01-08,Да,Нет,Нет,25.0,52077,63665,54977,65565,150711
512521,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""МК-АЛЬЯНС""",Малое предприятие,1146315007222,6315661647,63 - Самарская область,г Самара,2016-01-08,Нет,Нет,Нет,22.0,110625,107423,74851,104971,157460
512530,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""НОВХОЛ""",Малое предприятие,1025300793143,5321061942,53 - Новгородская область,г Великий Новгород,2016-01-08,Да,Нет,Нет,38.0,38356,51587,51261,48709,92448
512540,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ПАРТНЕР""",Малое предприятие,1025100804728,5116000016,51 - Мурманская область,г. Полярный,2016-01-08,Нет,Нет,Нет,17.0,42821,52684,60914,97390,67014
512549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ПРОГРЕСС""",Малое предприятие,1137154035061,7118506644,71 - Тульская область,г Щекино,2016-01-08,Да,Нет,Нет,25.0,161789,169241,258525,167769,209871
512553,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ПУЛЬСАР-С""",Малое предприятие,1056405002390,6452006922,64 - Саратовская область,г Саратов,2016-01-08,Нет,Нет,Нет,16.0,40697,298458,50477,604,0
512562,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""РОСПРОМСТРОЙ""",Малое предприятие,1146382001655,6382068062,63 - Самарская область,г Тольятти,2016-01-08,Да,Нет,Нет,12.0,201115,192920,97352,849544,404254
512566,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""САВВА""",Малое предприятие,1021200758578,1215054270,12 - Республика Марий Эл,г Йошкар-Ола,2016-01-08,Нет,Нет,Нет,10.0,26297,22169,23715,18942,15466
512576,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""СИМВОЛ""",Малое предприятие,1027403891680,7453009558,74 - Челябинская область,г Челябинск,2016-01-08,Да,Нет,Нет,35.0,288288,332215,172362,139001,160808
512600,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""СТРОЙ""",Малое предприятие,1167746403153,7743152246,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,73.0,169444,283717,326821,755797,1030510
512660,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ""АВЕРДО""",Малое предприятие,1175275011680,5260438758,52 - Нижегородская область,г Нижний Новгород,2017-10-03,Нет,Нет,Нет,10.0,44130,182986,408399,370570,433540
512664,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ""ВЕСТА-А""",Малое предприятие,1121433000589,1433027798,14 - Республика Саха (Якутия),г Мирный,2016-01-08,Да,Нет,Нет,65.0,182068,125604,129024,214884,343089
512667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ""ГАЗТЕПЛОСТРОЙ""",Малое предприятие,1074345051538,4345207860,43 - Кировская область,г Киров,2016-01-08,Да,Нет,Нет,32.0,65390,35858,48680,64739,135413
512669,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ""ЗАРЯ И К""",Малое предприятие,1022600962988,2618010630,26 - Ставропольский край,г Пятигорск,2016-01-08,Нет,Нет,Нет,5.0,61029,55715,167569,9944,13594
512692,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-МОНТАЖНАЯ КОМПАНИЯ ""АЙРОН-СТРОЙ""",Малое предприятие,1112223012032,2222799571,22 - Алтайский край,г Барнаул,2016-01-08,Нет,Нет,Нет,21.0,95736,133508,194866,462895,504160
512726,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АЛЮМАСТЕР""",Малое предприятие,1140280075605,278217870,02 - Республика Башкортостан,,2016-01-08,Да,Нет,Нет,17.0,94721,270729,83177,62906,0
512752,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЫМПЕЛ""",Малое предприятие,1175476017474,5401971200,54 - Новосибирская область,г Новосибирск,2017-10-03,Нет,Нет,Нет,22.0,36899,36899,75621,124937,76236
512787,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЕВРОСТРОЙМОНТАЖ""",Малое предприятие,1047200602712,7202126545,72 - Тюменская область,г Тюмень,2016-01-08,Нет,Нет,Нет,14.0,13265,21968,37261,29375,33724
512802,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КРАСПРОМСТРОЙ""",Малое предприятие,1122468021994,2465270885,24 - Красноярский край,г Красноярск,2016-01-08,Нет,Нет,Нет,17.0,197965,253122,444052,409389,801913
512818,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МОНОЛИТ""",Малое предприятие,1141690082478,1660218446,16 - Республика Татарстан (Татарстан),г Набережные Челны,2016-01-08,Да,Нет,Нет,26.0,146400,101194,424420,266684,407917
512836,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ОТЕЧЕСТВО""",Малое предприятие,1071840001221,1833043314,18 - Удмуртская Республика,г Ижевск,2016-01-08,Нет,Нет,Нет,17.0,15002,19238,28143,24741,26203
512839,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПЕТРОБАЛТ""",Малое предприятие,1037816029734,7806058954,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,60.0,408969,282734,577859,297836,1163935
512855,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""РЕМСТРОЙ-ИНДУСТРИЯ""",Малое предприятие,1144230000551,4230011967,42 - Кемеровская область,г Юрга,2016-01-08,Да,Нет,Нет,13.0,109608,174635,210654,353902,488286
512873,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СИБПРОДМОНТАЖ""",Среднее предприятие,1115476118438,5405442616,54 - Новосибирская область,г Новосибирск,2016-01-08,Да,Нет,Нет,167.0,486954,685086,1202342,815802,1530061
512939,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ ФИРМА ""ГРАНИТРЕМСТРОЙ""",Малое предприятие,1022601322193,2628034492,23 - Краснодарский край,г Краснодар,2019-10-08,Да,Нет,Нет,3.0,592158,438526,214086,20080,1963
512940,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ ФИРМА ""Д-АРТ""",Малое предприятие,1120280029100,278190474,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,56.0,252321,279330,411927,657843,753983
512944,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ ФИРМА ""ИНЖЕНЕРСТРОЙ""",Малое предприятие,1062224000816,2224098998,22 - Алтайский край,г Барнаул,2016-01-08,Нет,Нет,Нет,12.0,24757,18874,9898,74909,18836
512949,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ ФИРМА ""МАКСАТ""",Малое предприятие,1021601976252,1649000171,16 - Республика Татарстан (Татарстан),г Лениногорск,2016-01-08,Да,Нет,Нет,51.0,54229,55540,50166,140469,188928
512954,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ ФИРМА ""НУР""",Малое предприятие,1027402542067,7448027590,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,23.0,39039,44696,66237,190874,152264
512977,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНОЕ ИНВЕСТИЦИОННОЕ ПРЕДПРИЯТИЕ "" СИАДА """,Малое предприятие,1022200902272,2221032646,22 - Алтайский край,г Барнаул,2016-01-08,Нет,Нет,Нет,12.0,27,715,29,0,
512987,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ ""КАЧЕСТВО И НАДЕЖНОСТЬ"" (КИН).",Среднее предприятие,1027739163066,7730032150,77 - г.Москва,,2016-01-08,Да,Нет,Нет,,,,,848130,6079785
512997,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ""ЖИЛСТРОЙ""",Малое предприятие,1026101936783,6143030526,61 - Ростовская область,г Волгодонск,2016-01-08,Да,Нет,Нет,31.0,32376,16346,8965,14916,18558
