№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023
371870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АЛЬЯНС НН""",Малое предприятие,1185275063984,5261120661,52 - Нижегородская область,г Нижний Новгород,2020-10-08,Нет,Нет,Нет,40.0,332208,750746,462835,825373,
371911,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АЛЬЯНС""",Малое предприятие,1165027050066,5027236154,50 - Московская область,г Люберцы,2020-10-12,Нет,Нет,Нет,12.0,236086,197662,32149,73841,
372075,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АРТЕНА""",Малое предприятие,1187746995765,7733333719,77 - г.Москва,,2019-10-01,Нет,Нет,Нет,66.0,386970,290753,608309,1293414,1048450
372101,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АССЕТ""",Малое предприятие,1146316002557,6316196752,63 - Самарская область,г Самара,2016-01-08,Нет,Нет,Нет,1.0,12374,50833,26860,4436,34857
372104,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АСТ""",Среднее предприятие,1185275017146,5262355715,52 - Нижегородская область,г Нижний Новгород,2018-10-04,Да,Нет,Нет,139.0,546270,600182,827992,1338928,1240680
372139,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АТЛАНТ""",Малое предприятие,1112468068349,2466245602,24 - Красноярский край,г Красноярск,2016-01-08,Да,Нет,Нет,15.0,236004,165145,474354,364068,976819
372155,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АТОМ СТРОЙ""",Малое предприятие,1153668001365,3664082888,36 - Воронежская область,г Воронеж,2016-01-08,Да,Нет,Нет,50.0,145311,162559,234833,390773,345851
372170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК АХТУБА""",Малое предприятие,1073454001213,3428987228,34 - Волгоградская область,г Волжский,2016-01-08,Нет,Нет,Нет,41.0,99771,73082,85241,66565,55713
372189,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БАЗИС""",Малое предприятие,1167847215920,7804566840,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,3.0,206082,171170,101351,213328,118375
372192,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БАЗИС""",Малое предприятие,1173668028764,3664228590,36 - Воронежская область,г Воронеж,2020-10-08,Нет,Нет,Нет,10.0,93617,237275,359985,192404,152830
372225,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БАСКО""",Малое предприятие,1192536025219,2543141590,25 - Приморский край,г Владивосток,2019-10-09,Нет,Нет,Нет,18.0,1250,157729,232829,37870,86749
372250,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БАШАР""",Малое предприятие,1175024020600,5032287690,77 - г.Москва,,2017-10-07,Нет,Нет,Нет,19.0,0,140839,323098,99745,
372276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БЕРИНГ""",Малое предприятие,1157746544317,9715201086,33 - Владимирская область,г Владимир,2016-01-08,Да,Нет,Нет,8.0,129457,161820,56424,801387,457076
372278,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БЕСТИНВЕСТ""",Малое предприятие,1172468067012,2462058601,24 - Красноярский край,г Красноярск,2017-10-12,Нет,Нет,Нет,3.0,197258,175529,34319,95780,
372343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БРИКСТОУН""",Малое предприятие,1217800057287,7814789235,78 - г.Санкт-Петербург,,2021-10-05,Нет,Нет,Нет,3.0,,,168279,190441,186384
372345,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК БРУС""",Малое предприятие,1115044000598,5044078010,50 - Московская область,г Химки,2016-01-08,Нет,Нет,Нет,17.0,115405,233013,289066,196730,132979
372405,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВЕК""",Малое предприятие,1137453010122,7453260377,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,15.0,95666,35956,35158,47223,1127
372486,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВЕРТИКАЛЬ""",Малое предприятие,1195190001588,5190079823,51 - Мурманская область,г Мурманск,2019-10-05,Нет,Нет,Нет,18.0,43815,86904,121605,424888,483570
372512,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВЕРШИНА""",Малое предприятие,1202200038149,2208060980,22 - Алтайский край,г Новоалтайск,2021-10-01,Нет,Нет,Нет,65.0,,,52326,83043,
372527,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВИАДУК""",Малое предприятие,1201600031808,1657261025,16 - Республика Татарстан (Татарстан),г Казань,2020-10-05,Нет,Нет,Нет,21.0,,13121,70804,74554,107188
372582,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВИТРАЖ""",Малое предприятие,1132443000810,2443041881,24 - Красноярский край,г Ачинск,2016-10-09,Да,Нет,Нет,17.0,87376,61107,99803,65608,224385
372625,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВОЛГОСТРОЙКОМПЛЕКС""",Малое предприятие,1143443021919,3461011384,34 - Волгоградская область,г Волгоград,2016-01-08,Да,Нет,Нет,90.0,322406,169332,300305,394869,446971
372644,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВОСТОК""",Малое предприятие,1161690089439,1657223090,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Нет,Нет,Нет,47.0,134763,116346,174009,119145,125602
372648,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ВОСТОКСПЕЦСТРОЙ""",Малое предприятие,1210200048233,273943491,02 - Республика Башкортостан,г Уфа,2021-10-11,Нет,Нет,Нет,24.0,,,5674,41668,42970
372705,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ГАЛАТА""",Малое предприятие,1181690066326,1661057880,16 - Республика Татарстан (Татарстан),г Казань,2018-10-09,Нет,Нет,Нет,18.0,145362,147790,380507,388800,670298
372759,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ГАРАНТ""",Малое предприятие,1089847051227,7806380022,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,10.0,164721,31964,170001,55705,48859
372830,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ГЕФЕСТ""",Малое предприятие,1177746979200,7720395080,77 - г.Москва,,2017-10-10,Нет,Нет,Нет,15.0,149788,185241,124300,367315,25957
372869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ГОРИЗОНТ""",Малое предприятие,1217800049389,7813652189,78 - г.Санкт-Петербург,,2021-10-04,Нет,Нет,Нет,24.0,,,207080,784157,629661
372998,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ГРОНТА""",Малое предприятие,1227800045802,7802924063,78 - г.Санкт-Петербург,,2022-10-05,Нет,Нет,Нет,4.0,,,,127445,304655
373039,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ДАЛИ""",Малое предприятие,1227800007258,7810938694,78 - г.Санкт-Петербург,,2022-10-02,Нет,Нет,Нет,7.0,,,,181716,5323
373127,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ДОКОТА""",Малое предприятие,1227700576168,7720874742,77 - г.Москва,,2022-10-10,Нет,Нет,Нет,0.0,,,,235118,
373197,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ДСТ""",Малое предприятие,1223900002292,3906411164,39 - Калининградская область,г Калининград,2022-10-04,Нет,Нет,Нет,29.0,,,,31803,126495
373208,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЕВРОДОМ""",Малое предприятие,1183525008743,3525422150,35 - Вологодская область,г Вологда,2018-10-04,Нет,Нет,Нет,16.0,86750,220265,226323,189724,205731
373280,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИВЕНТ""",Малое предприятие,1181690101779,1660322976,16 - Республика Татарстан (Татарстан),г Казань,2019-10-01,Да,Нет,Нет,22.0,71702,412821,656341,474860,1000038
373405,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИНЖИНИРИНГ""",Малое предприятие,1107604005233,7604178889,76 - Ярославская область,г Ярославль,2016-01-08,Да,Нет,Нет,17.0,114476,201593,296359,404131,427162
373408,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИНЖПРОМСТРОЙ""",Малое предприятие,1137746096971,7715951342,77 - г.Москва,г Троицк,2016-01-08,Нет,Нет,Нет,6.0,90264,45941,40414,36514,
373414,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИНЖСТРОЙСЕРВИС""",Малое предприятие,1107746168166,7708715337,77 - г.Москва,,2016-01-08,Да,Нет,Нет,33.0,256147,275688,294469,407706,593801
373468,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИСКРА""",Малое предприятие,1197847111230,7805750778,78 - г.Санкт-Петербург,,2019-10-06,Нет,Нет,Нет,10.0,454232,61458,198378,1093062,68467
373495,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КАПИТАЛ ГРУПП""",Малое предприятие,5107746067292,7705937797,77 - г.Москва,,2016-01-08,Да,Нет,Нет,22.0,207302,325589,605905,530314,823407
373554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КАСКАД""",Малое предприятие,1087746789976,7733661420,77 - г.Москва,,2016-01-08,Да,Нет,Нет,25.0,222953,269875,393561,590221,599058
373564,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КВАДР""",Малое предприятие,1197847051577,7802686309,78 - г.Санкт-Петербург,,2019-10-04,Нет,Нет,Нет,21.0,22922,120256,209164,212807,303585
373615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КЛАДЕЗЬ""",Малое предприятие,1027739637232,7734212347,77 - г.Москва,,2016-01-08,Да,Нет,Нет,17.0,123070,215588,114032,200541,261252
373624,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КО-ВОСТОК""",Малое предприятие,1077759410618,7718662853,77 - г.Москва,,2021-10-06,Нет,Нет,Нет,1.0,123337,62401,99003,21133,6733
373646,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КОМПЛЕКС""",Малое предприятие,1165012050752,5012091361,50 - Московская область,г Балашиха,2016-01-08,Да,Нет,Нет,35.0,220507,313511,607203,1005426,1100561
373661,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КОМФОРТ""",Малое предприятие,1147232068532,7203256434,72 - Тюменская область,г Тюмень,2016-01-08,Нет,Нет,Нет,15.0,124914,189686,73342,89112,140176
373668,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КОНКРИТ""",Малое предприятие,1191832005562,1832152166,18 - Удмуртская Республика,г Ижевск,2019-10-04,Нет,Нет,Нет,9.0,319752,368849,672461,315403,182681
373680,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КОНСТРУКТИВ""",Малое предприятие,1117847460752,7810845601,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,41.0,326041,546875,260358,461125,164684
373695,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КОНТРАКШН""",Малое предприятие,1197746594990,9725022255,77 - г.Москва,,2019-10-11,Нет,Нет,Нет,17.0,223771,901759,1321590,375882,124024
373718,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КОРУНД""",Малое предприятие,1051676023365,1657056812,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Нет,Нет,Нет,18.0,27695,15391,62570,28797,21800
373754,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КРОВЛЯ СТОЛИЦЫ""",Малое предприятие,5167746243539,9715279068,77 - г.Москва,,2018-10-08,Нет,Нет,Нет,45.0,207645,283647,135451,86429,215662
373761,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КРОНА""",Малое предприятие,1137847438410,7838497601,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,14.0,1097145,685672,373714,63476,1000
373764,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК КРОНВЕРК""",Малое предприятие,1217800004795,7805774585,78 - г.Санкт-Петербург,,2021-10-02,Нет,Нет,Нет,6.0,,,155802,210371,59779
373887,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЛИДЕР-НН""",Малое предприятие,1215200045180,5256200167,52 - Нижегородская область,г Нижний Новгород,2022-10-01,Нет,Нет,Нет,95.0,,,,329440,
373951,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЛИЗИНГСТРОЙМАШ""",Малое предприятие,1177746167070,7726397045,16 - Республика Татарстан (Татарстан),г Казань,2017-10-03,Нет,Нет,Нет,18.0,17944,86571,129922,121372,141104
373993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МАГИСТРАЛЬ""",Малое предприятие,1182468025080,2460108230,19 - Республика Хакасия,г Черногорск,2018-10-05,Нет,Нет,Нет,65.0,57176,147274,85448,97467,70725
374035,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МАРКЕТСТРОЙ""",Малое предприятие,1185275032601,5263136120,52 - Нижегородская область,г Нижний Новгород,2018-10-07,Нет,Нет,Нет,13.0,99748,109129,136324,82015,
374082,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МД""",Малое предприятие,1183926002633,3906364179,39 - Калининградская область,г Калининград,2018-10-03,Да,Нет,Нет,4.0,154822,126610,130547,163132,101506
374134,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МЕДСТРОЙ""",Малое предприятие,1140280026215,274186766,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,13.0,139972,204543,177928,75848,31862
374147,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МЕРКУРИЙ""",Малое предприятие,1185029018943,5029233695,50 - Московская область,г Мытищи,2021-10-07,Нет,Нет,Нет,1.0,,210209,0,550,
374270,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МОНОЛИТ СПЕЦ""",Малое предприятие,1123926046738,3906271541,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,17.0,10824,44797,98636,245280,118742
374294,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МОНОЛИТ""",Малое предприятие,1195081074418,5029250926,50 - Московская область,г Мытищи,2019-10-11,Нет,Нет,Нет,18.0,6614,87570,471567,253542,63914
374357,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК МОНОЛИТСТРОЙ""",Малое предприятие,1163668068739,3661071454,48 - Липецкая область,г Липецк,2016-01-08,Нет,Нет,Нет,29.0,,26428,65770,163914,486449
374414,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК Н.Т.С.""",Малое предприятие,1225000068490,5024223037,50 - Московская область,г Красногорск,2022-10-08,Нет,Нет,Нет,1.0,,,,258511,1389985
374434,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК НЕВА-СТРОЙ""",Малое предприятие,1107847071452,7814462092,77 - г.Москва,,2016-01-08,Да,Нет,Нет,5.0,103863,122063,139465,125706,79305
374502,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК НОВОСПАССКИЙ МОСТ""",Малое предприятие,1097746837924,7725684618,77 - г.Москва,,2016-01-08,Да,Нет,Нет,55.0,68726,270378,199549,384867,216830
374503,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК НОВОСТРОЙ""",Малое предприятие,1137232001422,7206047284,72 - Тюменская область,г Тобольск,2016-01-08,Да,Нет,Нет,72.0,770277,515952,407987,407926,749853
374554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК НОРМА""",Малое предприятие,1157746313900,7715465840,77 - г.Москва,,2016-01-08,Да,Нет,Нет,10.0,216362,715008,423882,264614,346012
374668,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ОРИОН""",Малое предприятие,1027739794587,7723133534,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,17.0,41592,62880,54686,59526,109666
374693,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ОСНОВАНИЯ МОСТОВ""",Малое предприятие,1157746583455,7743106634,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,147.0,305701,236280,270144,295621,280214
374729,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПАРИТЕТ""",Малое предприятие,1187847235070,7811705519,78 - г.Санкт-Петербург,,2018-10-09,Да,Нет,Нет,16.0,50809,265379,211404,290244,320713
374730,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПАРИТЕТ""",Малое предприятие,5157746057673,7709477090,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,21.0,169489,139544,191174,273856,235718
374750,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПАРТНЕР""",Малое предприятие,1187627035452,7602146218,77 - г.Москва,,2019-10-01,Нет,Нет,Нет,19.0,49190,41090,74378,211368,112334
374754,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПАРТНЕР""",Малое предприятие,1107746641903,7721700932,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,8.0,148970,47560,64371,47141,4987
374790,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПЕГАС""",Малое предприятие,1202300015741,2367013343,23 - Краснодарский край,г Сочи,2020-10-04,Нет,Нет,Нет,10.0,,5651,5311,14179,11281
374870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПОЛИГРАН""",Малое предприятие,1195081039625,5047227239,50 - Московская область,г Долгопрудный,2019-10-07,Нет,Нет,Нет,15.0,117531,125801,215141,366748,452090
374871,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПОЛИКВАРТ""",Малое предприятие,1147746691883,7734726504,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,8.0,194464,129281,193617,213224,121541
375000,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПРОЕКТ""",Малое предприятие,1127746678190,7733813352,46 - Курская область,г Курск,2020-10-08,Нет,Нет,Нет,0.0,,,,,
375036,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПРОМСТРОЙ""",Малое предприятие,1192375056763,2310215835,23 - Краснодарский край,г Краснодар,2019-10-09,Нет,Нет,Нет,1.0,51250,143958,63559,0,0
375049,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПРОМЭНЕРГОСТРОЙ""",Малое предприятие,1151001005121,1001296257,10 - Республика Карелия,г Петрозаводск,2016-01-08,Нет,Нет,Нет,65.0,26983,102432,85504,55040,58303
375077,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПРОФИЛЬ ГРУПП""",Малое предприятие,1167847361054,7802593414,78 - г.Санкт-Петербург,,2016-10-10,Нет,Нет,Нет,68.0,605767,574612,633687,1359367,1312469
375109,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ПУЛКОВО""",Малое предприятие,1197847215752,7810779081,78 - г.Санкт-Петербург,,2019-10-11,Нет,Нет,Нет,35.0,,438503,702055,503371,891677
375132,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РАЗВИТИЕ""",Малое предприятие,1193850009957,3849072988,77 - г.Москва,,2019-10-05,Нет,Нет,Нет,109.0,99401,110598,188310,152284,286236
375147,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РАЙТ ГЕОМЕТРИЯ""",Малое предприятие,1217100001051,7100001025,71 - Тульская область,г Тула,2021-10-03,Нет,Нет,Нет,13.0,,,189387,181199,160923
375148,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РАКУРС""",Малое предприятие,1117847357418,7805562238,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,20.0,70298,334267,585739,275542,294058
375166,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕАЛ""",Малое предприятие,1187746675159,7727384786,77 - г.Москва,,2020-10-08,Нет,Нет,Нет,10.0,121251,77949,38570,14077,45344
375217,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕГИОНСТРОЙ""",Малое предприятие,1127746502894,7724839026,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,16.0,218866,4654,0,182436,25186
375246,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕМДОРСТРОЙ""",Малое предприятие,1153850019806,3812113035,38 - Иркутская область,,2016-01-08,Нет,Нет,Нет,92.0,144551,98916,192694,201600,161028
375256,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕМСПЕЦСТРОЙ""",Малое предприятие,1203800000084,3814039098,38 - Иркутская область,г Саянск,2020-10-02,Нет,Нет,Нет,17.0,,133874,67952,26976,1895
375275,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕМТЕХМАШ""",Малое предприятие,1131690011078,1660181411,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Нет,Нет,Нет,9.0,67656,86360,155644,65266,158179
375285,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕНЕССАНС""",Малое предприятие,1137746114197,7715951818,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,41.0,519053,373236,331774,95249,449957
375287,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РЕНЕССАНС""",Малое предприятие,1110280029122,273083616,02 - Республика Башкортостан,,2016-01-08,Нет,Нет,Нет,30.0,246318,334263,308925,484712,377891
375347,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РОБАСТ""",Малое предприятие,1177746805202,9717062825,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,8.0,197200,103918,123459,,
375369,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РОСТ""",Малое предприятие,1116501004850,6501239922,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Нет,Нет,Нет,12.0,166640,161532,153488,45655,32889
375424,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК РУСЬ-СТРОЙ""",Среднее предприятие,1172375098499,2312266987,23 - Краснодарский край,г Краснодар,2019-10-08,Да,Нет,Нет,166.0,482608,842950,904865,1166440,2973822
375436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК С.Т.С.""",Малое предприятие,1185024000776,5024182052,50 - Московская область,г Красногорск,2022-10-07,Да,Нет,Нет,40.0,1354245,2008701,138213,1779245,3417810
375456,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК САТУРН""",Малое предприятие,1197746717112,9704007545,77 - г.Москва,,2022-10-07,Нет,Нет,Нет,2.0,,132559,263876,165378,0
375458,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК САТУРН""",Малое предприятие,1165029056829,5029213593,50 - Московская область,г Мытищи,2016-10-09,Нет,Нет,Нет,10.0,25404,121450,181136,143193,76997
375459,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК САТУРН""",Малое предприятие,1177746470219,7731365673,77 - г.Москва,,2017-10-06,Нет,Нет,Нет,26.0,152777,283018,341609,167249,57084
